image,annotation
ADE_train_00000230.jpg,ADE_train_00000230.png
ADE_train_00000231.jpg,ADE_train_00000231.png
ADE_train_00000232.jpg,ADE_train_00000232.png
ADE_train_00000233.jpg,ADE_train_00000233.png
ADE_train_00000234.jpg,ADE_train_00000234.png
ADE_train_00000235.jpg,ADE_train_00000235.png
ADE_train_00000236.jpg,ADE_train_00000236.png
ADE_train_00000237.jpg,ADE_train_00000237.png
ADE_train_00000238.jpg,ADE_train_00000238.png
ADE_train_00000239.jpg,ADE_train_00000239.png
ADE_train_00000240.jpg,ADE_train_00000240.png
ADE_train_00000241.jpg,ADE_train_00000241.png
ADE_train_00000242.jpg,ADE_train_00000242.png
ADE_train_00000243.jpg,ADE_train_00000243.png
ADE_train_00000244.jpg,ADE_train_00000244.png
ADE_train_00000245.jpg,ADE_train_00000245.png
ADE_train_00000246.jpg,ADE_train_00000246.png
ADE_train_00000247.jpg,ADE_train_00000247.png
ADE_train_00000248.jpg,ADE_train_00000248.png
ADE_train_00000249.jpg,ADE_train_00000249.png
ADE_train_00000250.jpg,ADE_train_00000250.png
ADE_train_00000251.jpg,ADE_train_00000251.png
ADE_train_00000252.jpg,ADE_train_00000252.png
ADE_train_00000253.jpg,ADE_train_00000253.png
ADE_train_00000254.jpg,ADE_train_00000254.png
ADE_train_00000255.jpg,ADE_train_00000255.png
ADE_train_00000256.jpg,ADE_train_00000256.png
ADE_train_00000257.jpg,ADE_train_00000257.png
ADE_train_00000258.jpg,ADE_train_00000258.png
ADE_train_00000259.jpg,ADE_train_00000259.png
ADE_train_00000260.jpg,ADE_train_00000260.png
ADE_train_00000261.jpg,ADE_train_00000261.png
ADE_train_00000262.jpg,ADE_train_00000262.png
ADE_train_00000263.jpg,ADE_train_00000263.png
ADE_train_00000264.jpg,ADE_train_00000264.png
ADE_train_00000265.jpg,ADE_train_00000265.png
ADE_train_00000266.jpg,ADE_train_00000266.png
ADE_train_00000267.jpg,ADE_train_00000267.png
ADE_train_00000268.jpg,ADE_train_00000268.png
ADE_train_00000269.jpg,ADE_train_00000269.png
ADE_train_00000270.jpg,ADE_train_00000270.png
ADE_train_00000271.jpg,ADE_train_00000271.png
ADE_train_00000272.jpg,ADE_train_00000272.png
ADE_train_00000273.jpg,ADE_train_00000273.png
ADE_train_00000274.jpg,ADE_train_00000274.png
ADE_train_00000275.jpg,ADE_train_00000275.png
ADE_train_00000276.jpg,ADE_train_00000276.png
ADE_train_00000277.jpg,ADE_train_00000277.png
ADE_train_00000278.jpg,ADE_train_00000278.png
ADE_train_00000279.jpg,ADE_train_00000279.png
ADE_train_00000280.jpg,ADE_train_00000280.png
ADE_train_00000281.jpg,ADE_train_00000281.png
ADE_train_00000282.jpg,ADE_train_00000282.png
ADE_train_00000283.jpg,ADE_train_00000283.png
ADE_train_00000284.jpg,ADE_train_00000284.png
ADE_train_00000285.jpg,ADE_train_00000285.png
ADE_train_00000286.jpg,ADE_train_00000286.png
ADE_train_00000287.jpg,ADE_train_00000287.png
ADE_train_00000288.jpg,ADE_train_00000288.png
ADE_train_00000289.jpg,ADE_train_00000289.png
ADE_train_00000290.jpg,ADE_train_00000290.png
ADE_train_00000291.jpg,ADE_train_00000291.png
ADE_train_00000292.jpg,ADE_train_00000292.png
ADE_train_00000293.jpg,ADE_train_00000293.png
ADE_train_00000294.jpg,ADE_train_00000294.png
ADE_train_00000295.jpg,ADE_train_00000295.png
ADE_train_00000296.jpg,ADE_train_00000296.png
ADE_train_00000297.jpg,ADE_train_00000297.png
ADE_train_00000298.jpg,ADE_train_00000298.png
ADE_train_00000299.jpg,ADE_train_00000299.png
ADE_train_00000300.jpg,ADE_train_00000300.png
ADE_train_00000301.jpg,ADE_train_00000301.png
ADE_train_00000302.jpg,ADE_train_00000302.png
ADE_train_00000303.jpg,ADE_train_00000303.png
ADE_train_00000304.jpg,ADE_train_00000304.png
ADE_train_00000305.jpg,ADE_train_00000305.png
ADE_train_00000306.jpg,ADE_train_00000306.png
ADE_train_00000307.jpg,ADE_train_00000307.png
ADE_train_00000308.jpg,ADE_train_00000308.png
ADE_train_00000309.jpg,ADE_train_00000309.png
ADE_train_00000310.jpg,ADE_train_00000310.png
ADE_train_00000311.jpg,ADE_train_00000311.png
ADE_train_00000312.jpg,ADE_train_00000312.png
ADE_train_00000313.jpg,ADE_train_00000313.png
ADE_train_00000314.jpg,ADE_train_00000314.png
ADE_train_00000315.jpg,ADE_train_00000315.png
ADE_train_00000316.jpg,ADE_train_00000316.png
ADE_train_00000317.jpg,ADE_train_00000317.png
ADE_train_00000318.jpg,ADE_train_00000318.png
ADE_train_00000319.jpg,ADE_train_00000319.png
ADE_train_00000320.jpg,ADE_train_00000320.png
ADE_train_00000321.jpg,ADE_train_00000321.png
ADE_train_00000322.jpg,ADE_train_00000322.png
ADE_train_00000323.jpg,ADE_train_00000323.png
ADE_train_00000324.jpg,ADE_train_00000324.png
ADE_train_00000325.jpg,ADE_train_00000325.png
ADE_train_00000326.jpg,ADE_train_00000326.png
ADE_train_00000327.jpg,ADE_train_00000327.png
ADE_train_00000328.jpg,ADE_train_00000328.png
ADE_train_00000329.jpg,ADE_train_00000329.png
ADE_train_00000330.jpg,ADE_train_00000330.png
ADE_train_00000331.jpg,ADE_train_00000331.png
ADE_train_00000332.jpg,ADE_train_00000332.png
ADE_train_00000333.jpg,ADE_train_00000333.png
ADE_train_00000334.jpg,ADE_train_00000334.png
ADE_train_00000335.jpg,ADE_train_00000335.png
ADE_train_00000336.jpg,ADE_train_00000336.png
ADE_train_00000337.jpg,ADE_train_00000337.png
ADE_train_00000338.jpg,ADE_train_00000338.png
ADE_train_00000339.jpg,ADE_train_00000339.png
ADE_train_00000340.jpg,ADE_train_00000340.png
ADE_train_00000341.jpg,ADE_train_00000341.png
ADE_train_00000342.jpg,ADE_train_00000342.png
ADE_train_00000343.jpg,ADE_train_00000343.png
ADE_train_00000344.jpg,ADE_train_00000344.png
ADE_train_00000345.jpg,ADE_train_00000345.png
ADE_train_00000346.jpg,ADE_train_00000346.png
ADE_train_00000347.jpg,ADE_train_00000347.png
ADE_train_00000348.jpg,ADE_train_00000348.png
ADE_train_00000349.jpg,ADE_train_00000349.png
ADE_train_00000350.jpg,ADE_train_00000350.png
ADE_train_00000351.jpg,ADE_train_00000351.png
ADE_train_00000352.jpg,ADE_train_00000352.png
ADE_train_00000353.jpg,ADE_train_00000353.png
ADE_train_00000354.jpg,ADE_train_00000354.png
ADE_train_00000355.jpg,ADE_train_00000355.png
ADE_train_00000356.jpg,ADE_train_00000356.png
ADE_train_00000357.jpg,ADE_train_00000357.png
ADE_train_00000358.jpg,ADE_train_00000358.png
ADE_train_00000359.jpg,ADE_train_00000359.png
ADE_train_00000360.jpg,ADE_train_00000360.png
ADE_train_00000361.jpg,ADE_train_00000361.png
ADE_train_00000362.jpg,ADE_train_00000362.png
ADE_train_00000363.jpg,ADE_train_00000363.png
ADE_train_00000364.jpg,ADE_train_00000364.png
ADE_train_00000365.jpg,ADE_train_00000365.png
ADE_train_00000366.jpg,ADE_train_00000366.png
ADE_train_00000367.jpg,ADE_train_00000367.png
ADE_train_00000368.jpg,ADE_train_00000368.png
ADE_train_00000369.jpg,ADE_train_00000369.png
ADE_train_00000370.jpg,ADE_train_00000370.png
ADE_train_00000371.jpg,ADE_train_00000371.png
ADE_train_00000372.jpg,ADE_train_00000372.png
ADE_train_00000373.jpg,ADE_train_00000373.png
ADE_train_00000374.jpg,ADE_train_00000374.png
ADE_train_00000375.jpg,ADE_train_00000375.png
ADE_train_00000376.jpg,ADE_train_00000376.png
ADE_train_00000377.jpg,ADE_train_00000377.png
ADE_train_00000378.jpg,ADE_train_00000378.png
ADE_train_00000379.jpg,ADE_train_00000379.png
ADE_train_00000380.jpg,ADE_train_00000380.png
ADE_train_00000381.jpg,ADE_train_00000381.png
ADE_train_00000382.jpg,ADE_train_00000382.png
ADE_train_00000383.jpg,ADE_train_00000383.png
ADE_train_00000384.jpg,ADE_train_00000384.png
ADE_train_00000385.jpg,ADE_train_00000385.png
ADE_train_00000386.jpg,ADE_train_00000386.png
ADE_train_00000387.jpg,ADE_train_00000387.png
ADE_train_00000388.jpg,ADE_train_00000388.png
ADE_train_00000389.jpg,ADE_train_00000389.png
ADE_train_00000390.jpg,ADE_train_00000390.png
ADE_train_00000391.jpg,ADE_train_00000391.png
ADE_train_00000392.jpg,ADE_train_00000392.png
ADE_train_00000393.jpg,ADE_train_00000393.png
ADE_train_00000394.jpg,ADE_train_00000394.png
ADE_train_00000395.jpg,ADE_train_00000395.png
ADE_train_00000396.jpg,ADE_train_00000396.png
ADE_train_00000397.jpg,ADE_train_00000397.png
ADE_train_00000398.jpg,ADE_train_00000398.png
ADE_train_00000399.jpg,ADE_train_00000399.png
ADE_train_00000400.jpg,ADE_train_00000400.png
ADE_train_00000401.jpg,ADE_train_00000401.png
ADE_train_00000402.jpg,ADE_train_00000402.png
ADE_train_00000403.jpg,ADE_train_00000403.png
ADE_train_00000404.jpg,ADE_train_00000404.png
ADE_train_00000405.jpg,ADE_train_00000405.png
ADE_train_00000406.jpg,ADE_train_00000406.png
ADE_train_00000407.jpg,ADE_train_00000407.png
ADE_train_00000408.jpg,ADE_train_00000408.png
ADE_train_00000409.jpg,ADE_train_00000409.png
ADE_train_00000410.jpg,ADE_train_00000410.png
ADE_train_00000411.jpg,ADE_train_00000411.png
ADE_train_00000412.jpg,ADE_train_00000412.png
ADE_train_00000413.jpg,ADE_train_00000413.png
ADE_train_00000414.jpg,ADE_train_00000414.png
ADE_train_00000415.jpg,ADE_train_00000415.png
ADE_train_00000416.jpg,ADE_train_00000416.png
ADE_train_00000417.jpg,ADE_train_00000417.png
ADE_train_00000418.jpg,ADE_train_00000418.png
ADE_train_00000419.jpg,ADE_train_00000419.png
ADE_train_00000420.jpg,ADE_train_00000420.png
ADE_train_00000421.jpg,ADE_train_00000421.png
ADE_train_00000422.jpg,ADE_train_00000422.png
ADE_train_00000423.jpg,ADE_train_00000423.png
ADE_train_00000424.jpg,ADE_train_00000424.png
ADE_train_00000425.jpg,ADE_train_00000425.png
ADE_train_00000426.jpg,ADE_train_00000426.png
ADE_train_00000427.jpg,ADE_train_00000427.png
ADE_train_00000428.jpg,ADE_train_00000428.png
ADE_train_00000429.jpg,ADE_train_00000429.png
ADE_train_00000430.jpg,ADE_train_00000430.png
ADE_train_00000431.jpg,ADE_train_00000431.png
ADE_train_00000432.jpg,ADE_train_00000432.png
ADE_train_00000433.jpg,ADE_train_00000433.png
ADE_train_00000434.jpg,ADE_train_00000434.png
ADE_train_00000435.jpg,ADE_train_00000435.png
ADE_train_00000436.jpg,ADE_train_00000436.png
ADE_train_00000437.jpg,ADE_train_00000437.png
ADE_train_00000438.jpg,ADE_train_00000438.png
ADE_train_00000439.jpg,ADE_train_00000439.png
ADE_train_00000440.jpg,ADE_train_00000440.png
ADE_train_00000441.jpg,ADE_train_00000441.png
ADE_train_00000442.jpg,ADE_train_00000442.png
ADE_train_00000443.jpg,ADE_train_00000443.png
ADE_train_00000444.jpg,ADE_train_00000444.png
ADE_train_00000445.jpg,ADE_train_00000445.png
ADE_train_00000446.jpg,ADE_train_00000446.png
ADE_train_00000447.jpg,ADE_train_00000447.png
ADE_train_00000448.jpg,ADE_train_00000448.png
ADE_train_00000449.jpg,ADE_train_00000449.png
ADE_train_00000450.jpg,ADE_train_00000450.png
ADE_train_00000451.jpg,ADE_train_00000451.png
ADE_train_00000452.jpg,ADE_train_00000452.png
ADE_train_00000453.jpg,ADE_train_00000453.png
ADE_train_00000454.jpg,ADE_train_00000454.png
ADE_train_00000455.jpg,ADE_train_00000455.png
ADE_train_00000456.jpg,ADE_train_00000456.png
ADE_train_00000457.jpg,ADE_train_00000457.png
ADE_train_00000458.jpg,ADE_train_00000458.png
ADE_train_00000459.jpg,ADE_train_00000459.png
ADE_train_00000460.jpg,ADE_train_00000460.png
ADE_train_00000461.jpg,ADE_train_00000461.png
ADE_train_00000462.jpg,ADE_train_00000462.png
ADE_train_00000463.jpg,ADE_train_00000463.png
ADE_train_00000464.jpg,ADE_train_00000464.png
ADE_train_00000465.jpg,ADE_train_00000465.png
ADE_train_00000466.jpg,ADE_train_00000466.png
ADE_train_00000467.jpg,ADE_train_00000467.png
ADE_train_00000468.jpg,ADE_train_00000468.png
ADE_train_00000469.jpg,ADE_train_00000469.png
ADE_train_00000470.jpg,ADE_train_00000470.png
ADE_train_00000471.jpg,ADE_train_00000471.png
ADE_train_00000472.jpg,ADE_train_00000472.png
ADE_train_00000473.jpg,ADE_train_00000473.png
ADE_train_00000474.jpg,ADE_train_00000474.png
ADE_train_00000475.jpg,ADE_train_00000475.png
ADE_train_00000476.jpg,ADE_train_00000476.png
ADE_train_00000477.jpg,ADE_train_00000477.png
ADE_train_00000478.jpg,ADE_train_00000478.png
ADE_train_00000479.jpg,ADE_train_00000479.png
ADE_train_00000480.jpg,ADE_train_00000480.png
ADE_train_00000481.jpg,ADE_train_00000481.png
ADE_train_00000482.jpg,ADE_train_00000482.png
ADE_train_00000483.jpg,ADE_train_00000483.png
ADE_train_00000484.jpg,ADE_train_00000484.png
ADE_train_00000485.jpg,ADE_train_00000485.png
ADE_train_00000486.jpg,ADE_train_00000486.png
ADE_train_00000487.jpg,ADE_train_00000487.png
ADE_train_00000488.jpg,ADE_train_00000488.png
ADE_train_00000489.jpg,ADE_train_00000489.png
ADE_train_00000490.jpg,ADE_train_00000490.png
ADE_train_00000491.jpg,ADE_train_00000491.png
ADE_train_00000492.jpg,ADE_train_00000492.png
ADE_train_00000493.jpg,ADE_train_00000493.png
ADE_train_00000494.jpg,ADE_train_00000494.png
ADE_train_00000495.jpg,ADE_train_00000495.png
ADE_train_00000496.jpg,ADE_train_00000496.png
ADE_train_00000497.jpg,ADE_train_00000497.png
ADE_train_00000498.jpg,ADE_train_00000498.png
ADE_train_00000499.jpg,ADE_train_00000499.png
ADE_train_00000500.jpg,ADE_train_00000500.png
ADE_train_00000501.jpg,ADE_train_00000501.png
ADE_train_00000502.jpg,ADE_train_00000502.png
ADE_train_00000503.jpg,ADE_train_00000503.png
ADE_train_00000504.jpg,ADE_train_00000504.png
ADE_train_00000505.jpg,ADE_train_00000505.png
ADE_train_00000506.jpg,ADE_train_00000506.png
ADE_train_00000507.jpg,ADE_train_00000507.png
ADE_train_00000508.jpg,ADE_train_00000508.png
ADE_train_00000509.jpg,ADE_train_00000509.png
ADE_train_00000510.jpg,ADE_train_00000510.png
ADE_train_00000511.jpg,ADE_train_00000511.png
ADE_train_00000512.jpg,ADE_train_00000512.png
ADE_train_00000513.jpg,ADE_train_00000513.png
ADE_train_00000514.jpg,ADE_train_00000514.png
ADE_train_00000515.jpg,ADE_train_00000515.png
ADE_train_00000516.jpg,ADE_train_00000516.png
ADE_train_00000517.jpg,ADE_train_00000517.png
ADE_train_00000518.jpg,ADE_train_00000518.png
ADE_train_00000519.jpg,ADE_train_00000519.png
ADE_train_00000520.jpg,ADE_train_00000520.png
ADE_train_00000521.jpg,ADE_train_00000521.png
ADE_train_00000522.jpg,ADE_train_00000522.png
ADE_train_00000523.jpg,ADE_train_00000523.png
ADE_train_00000524.jpg,ADE_train_00000524.png
ADE_train_00000525.jpg,ADE_train_00000525.png
ADE_train_00000526.jpg,ADE_train_00000526.png
ADE_train_00000527.jpg,ADE_train_00000527.png
ADE_train_00000528.jpg,ADE_train_00000528.png
ADE_train_00000529.jpg,ADE_train_00000529.png
ADE_train_00000530.jpg,ADE_train_00000530.png
ADE_train_00000531.jpg,ADE_train_00000531.png
ADE_train_00000532.jpg,ADE_train_00000532.png
ADE_train_00000533.jpg,ADE_train_00000533.png
ADE_train_00000534.jpg,ADE_train_00000534.png
ADE_train_00000535.jpg,ADE_train_00000535.png
ADE_train_00000536.jpg,ADE_train_00000536.png
ADE_train_00000537.jpg,ADE_train_00000537.png
ADE_train_00000538.jpg,ADE_train_00000538.png
ADE_train_00000539.jpg,ADE_train_00000539.png
ADE_train_00000540.jpg,ADE_train_00000540.png
ADE_train_00000541.jpg,ADE_train_00000541.png
ADE_train_00000542.jpg,ADE_train_00000542.png
ADE_train_00000543.jpg,ADE_train_00000543.png
ADE_train_00000544.jpg,ADE_train_00000544.png
