filenames,true_labels,predict_labels,confianzas,probs
1344.jpg,0,1,0.7238067984580994,0.7238067984580994
1358.jpg,0,1,0.5056784749031067,0.5056784749031067
1361.jpg,0,1,0.5641894936561584,0.5641894936561584
1364.jpg,0,1,0.5073268413543701,0.5073268413543701
1367.jpg,0,1,0.9631249308586121,0.9631249308586121
1368.jpg,0,1,0.5662497282028198,0.5662497282028198
1370.jpg,0,1,0.9910440444946289,0.9910440444946289
1375.jpg,0,1,0.9894475936889648,0.9894475936889648
1382.jpg,0,1,0.6244117617607117,0.6244117617607117
1421.jpg,0,1,0.7725062370300293,0.7725062370300293
1423.jpg,0,1,0.9201890230178833,0.9201890230178833
1426.jpg,0,1,0.8500982522964478,0.8500982522964478
1429.jpg,0,1,0.9535134434700012,0.9535134434700012
1431.jpg,0,1,0.7799039483070374,0.7799039483070374
1450.jpg,0,1,0.8110456466674805,0.8110456466674805
1455.jpg,0,1,0.7172527313232422,0.7172527313232422
1466.jpg,0,1,0.6566009521484375,0.6566009521484375
1469.jpg,0,1,0.9120579361915588,0.9120579361915588
1471.jpg,0,1,0.5198879241943359,0.5198879241943359
1482.jpg,0,0,0.5159095525741577,0.4840904474258423
1484.jpg,0,1,0.8578318953514099,0.8578318953514099
1485.jpg,0,1,0.8979313969612122,0.8979313969612122
148.jpg,0,1,0.5792206525802612,0.5792206525802612
1505.jpg,0,1,0.8185268044471741,0.8185268044471741
1507.jpg,0,1,0.9636196494102478,0.9636196494102478
1509.jpg,0,1,0.5265324711799622,0.5265324711799622
1512.jpg,0,1,0.8088407516479492,0.8088407516479492
1516.jpg,0,1,0.5483539700508118,0.5483539700508118
1524.jpg,0,1,0.6514601111412048,0.6514601111412048
1532.jpg,0,1,0.7001689076423645,0.7001689076423645
153.jpg,0,1,0.657522439956665,0.657522439956665
1545.jpg,0,1,0.7804648876190186,0.7804648876190186
1555.jpg,0,1,0.9746257662773132,0.9746257662773132
1559.jpg,0,0,0.5199376940727234,0.4800623059272766
1563.jpg,0,0,0.5009154081344604,0.49908459186553955
1575.jpg,0,1,0.9986637830734253,0.9986637830734253
1578.jpg,0,1,0.7595353722572327,0.7595353722572327
1585.jpg,0,1,0.7698861360549927,0.7698861360549927
1611.jpg,0,1,0.8893458247184753,0.8893458247184753
1615.jpg,0,1,0.9490454792976379,0.9490454792976379
1619.jpg,0,1,0.884121835231781,0.884121835231781
1623.jpg,0,1,0.9170880317687988,0.9170880317687988
1630.jpg,0,1,0.8086992502212524,0.8086992502212524
1641.jpg,0,1,0.5400300621986389,0.5400300621986389
1644.jpg,0,1,0.6967467665672302,0.6967467665672302
1654.jpg,0,1,0.9780535697937012,0.9780535697937012
